,Name,Neighborhood,Tree Diameter
42458,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
43513,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
43785,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
44085,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
44687,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
45345,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
45502,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
46755,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
47492,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
48275,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
49798,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
50305,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
50828,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
51609,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
54883,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
55815,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
55962,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
56501,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
56608,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
56629,honeylocust,Hudson Yards-Chelsea-Flatiron-Union Square,5.0
100,honeylocust,Lenox Hill-Roosevelt Island,5.0
1336,honeylocust,Lenox Hill-Roosevelt Island,5.0
2769,honeylocust,Lenox Hill-Roosevelt Island,5.0
14891,honeylocust,Lenox Hill-Roosevelt Island,5.0
14987,honeylocust,Lenox Hill-Roosevelt Island,5.0
14998,honeylocust,Lenox Hill-Roosevelt Island,5.0
15205,honeylocust,Lenox Hill-Roosevelt Island,5.0
17710,honeylocust,Lenox Hill-Roosevelt Island,5.0
19246,honeylocust,Lenox Hill-Roosevelt Island,5.0
19254,honeylocust,Lenox Hill-Roosevelt Island,5.0
19488,honeylocust,Lenox Hill-Roosevelt Island,5.0
19512,honeylocust,Lenox Hill-Roosevelt Island,5.0
26049,honeylocust,Lenox Hill-Roosevelt Island,5.0
27186,honeylocust,Lenox Hill-Roosevelt Island,5.0
27283,honeylocust,Lenox Hill-Roosevelt Island,5.0
27292,honeylocust,Lenox Hill-Roosevelt Island,5.0
28182,honeylocust,Lenox Hill-Roosevelt Island,5.0
35715,honeylocust,Lenox Hill-Roosevelt Island,5.0
35996,honeylocust,Lenox Hill-Roosevelt Island,5.0
37666,honeylocust,Lenox Hill-Roosevelt Island,5.0
38185,honeylocust,Lenox Hill-Roosevelt Island,5.0
42355,honeylocust,Lenox Hill-Roosevelt Island,5.0
43164,honeylocust,Lenox Hill-Roosevelt Island,5.0
43234,honeylocust,Lenox Hill-Roosevelt Island,5.0
44773,honeylocust,Lenox Hill-Roosevelt Island,5.0
44864,honeylocust,Lenox Hill-Roosevelt Island,5.0
45341,honeylocust,Lenox Hill-Roosevelt Island,5.0
45384,honeylocust,Lenox Hill-Roosevelt Island,5.0
46598,honeylocust,Lenox Hill-Roosevelt Island,5.0
50274,honeylocust,Lenox Hill-Roosevelt Island,5.0
53833,honeylocust,Lenox Hill-Roosevelt Island,5.0
56130,honeylocust,Lenox Hill-Roosevelt Island,5.0
56133,honeylocust,Lenox Hill-Roosevelt Island,5.0
56146,honeylocust,Lenox Hill-Roosevelt Island,5.0
56356,honeylocust,Lenox Hill-Roosevelt Island,5.0
56566,honeylocust,Lenox Hill-Roosevelt Island,5.0
57989,honeylocust,Lenox Hill-Roosevelt Island,5.0
60913,honeylocust,Lenox Hill-Roosevelt Island,5.0
61502,honeylocust,Lenox Hill-Roosevelt Island,5.0
7,honeylocust,Lincoln Square,5.0
823,honeylocust,Lincoln Square,5.0
1290,honeylocust,Lincoln Square,5.0
2798,honeylocust,Lincoln Square,5.0
5136,honeylocust,Lincoln Square,5.0
6359,honeylocust,Lincoln Square,5.0
6701,honeylocust,Lincoln Square,5.0
6765,honeylocust,Lincoln Square,5.0
8389,honeylocust,Lincoln Square,5.0
8914,honeylocust,Lincoln Square,5.0
9037,honeylocust,Lincoln Square,5.0
9413,honeylocust,Lincoln Square,5.0
9424,honeylocust,Lincoln Square,5.0
9454,honeylocust,Lincoln Square,5.0
9575,honeylocust,Lincoln Square,5.0
9576,honeylocust,Lincoln Square,5.0
9601,honeylocust,Lincoln Square,5.0
9790,honeylocust,Lincoln Square,5.0
12309,honeylocust,Lincoln Square,5.0
16756,honeylocust,Lincoln Square,5.0
29724,honeylocust,Lincoln Square,5.0
34370,honeylocust,Lincoln Square,5.0
35675,honeylocust,Lincoln Square,5.0
35866,honeylocust,Lincoln Square,5.0
36004,honeylocust,Lincoln Square,5.0
36151,honeylocust,Lincoln Square,5.0
36152,honeylocust,Lincoln Square,5.0
42105,honeylocust,Lincoln Square,5.0
42471,honeylocust,Lincoln Square,5.0
56637,honeylocust,Lincoln Square,5.0
56816,honeylocust,Lincoln Square,5.0
57183,honeylocust,Lincoln Square,5.0
57988,honeylocust,Lincoln Square,5.0
58136,honeylocust,Lincoln Square,5.0
58255,honeylocust,Lincoln Square,5.0
58604,honeylocust,Lincoln Square,5.0
58658,honeylocust,Lincoln Square,5.0
58952,honeylocust,Lincoln Square,5.0
58982,honeylocust,Lincoln Square,5.0
59043,honeylocust,Lincoln Square,5.0
59626,honeylocust,Lincoln Square,5.0
60551,honeylocust,Lincoln Square,5.0
60607,honeylocust,Lincoln Square,5.0
60675,honeylocust,Lincoln Square,5.0
23437,honeylocust,Lower East Side,5.0
25648,honeylocust,Lower East Side,5.0
29167,honeylocust,Lower East Side,5.0
39713,honeylocust,Lower East Side,5.0
41632,honeylocust,Lower East Side,5.0
43729,honeylocust,Lower East Side,5.0
44433,honeylocust,Lower East Side,5.0
52203,honeylocust,Lower East Side,5.0
52218,honeylocust,Lower East Side,5.0
52631,honeylocust,Lower East Side,5.0
55432,honeylocust,Lower East Side,5.0
58052,honeylocust,Lower East Side,5.0
58061,honeylocust,Lower East Side,5.0
58107,honeylocust,Lower East Side,5.0
58180,honeylocust,Lower East Side,5.0
38733,honeylocust,Manhattanville,5.0
45795,honeylocust,Manhattanville,5.0
47107,honeylocust,Manhattanville,5.0
49067,honeylocust,Manhattanville,5.0
35847,honeylocust,Marble Hill-Inwood,5.0
35939,honeylocust,Marble Hill-Inwood,5.0
39060,honeylocust,Marble Hill-Inwood,5.0
39203,honeylocust,Marble Hill-Inwood,5.0
39299,honeylocust,Marble Hill-Inwood,5.0
39309,honeylocust,Marble Hill-Inwood,5.0
40904,honeylocust,Marble Hill-Inwood,5.0
43254,honeylocust,Marble Hill-Inwood,5.0
47999,honeylocust,Marble Hill-Inwood,5.0
6261,honeylocust,Midtown-Midtown South,5.0
8898,honeylocust,Midtown-Midtown South,5.0
9998,honeylocust,Midtown-Midtown South,5.0
13616,honeylocust,Midtown-Midtown South,5.0
15267,honeylocust,Midtown-Midtown South,5.0
15701,honeylocust,Midtown-Midtown South,5.0
15756,honeylocust,Midtown-Midtown South,5.0
15845,honeylocust,Midtown-Midtown South,5.0
18656,honeylocust,Midtown-Midtown South,5.0
19248,honeylocust,Midtown-Midtown South,5.0
19565,honeylocust,Midtown-Midtown South,5.0
19778,honeylocust,Midtown-Midtown South,5.0
19782,honeylocust,Midtown-Midtown South,5.0
34306,honeylocust,Midtown-Midtown South,5.0
34544,honeylocust,Midtown-Midtown South,5.0
34654,honeylocust,Midtown-Midtown South,5.0
